means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.38190504717940066,1.7400694358823618,6.291129336352648,12
"(5, -5)",HMC,0.12256378231621137,1.7346878567704966,6.253430037498919,10
