means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.3659389901296656,1.733692872415157,6.307940914436934,12
"(5, -5)",Metro,0.07951657474831339,1.7501013164289252,6.211617463046921,10
