run_id,mu,sampler,wasserstein_distance,mmd_rff,r_hat,ess,runtime
6,"(0, 0, 0, 0, 0)",Metro,0.25566173394754627,0.1279827734245915,1.0649502906838115,40.885277392411766,1.3079054355621338
