means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",DEMetro,5.492214566668484,1.0803653800892412,35.393290909471794,12
"(5, -5)",DEMetro,5.101024283769725,1.0685269565654745,51.843250158471456,10
