means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",HMC,0.4052827106137835,1.7319939659066315,6.2760513425235,12
"(5, -5)",HMC,0.07322735539040351,1.7404858922266826,6.272609996904001,10
