means,sampler,wasserstein_distance,r_hat,ess,mode_distance
"(6, -6)",Metro,0.5114073000384737,1.7565099234172665,6.310868362450938,12
"(5, -5)",Metro,2.5114660417234416,1.552604011735173,7.472727661083394,10
