mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-1.459594357332438,0.16647454647289445,-0.37686564254445665
8,-1.3346927839452247,0.20327814531469685,-0.3446161949682046
10,-1.2149480214493869,0.24447975746098055,-0.31369823023874177
12,-2.4945134473677117,0.02573797785770687,-0.6440806025697066
15,-2.8708275096203963,0.012332537891236034,-0.7412444756395938
18,-1.9207721701722051,0.07536315179661171,-0.4959412417957086
