mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-1.6803612005786681,0.11505324949097176,-0.4338673963636188
8,-1.6130851614217832,0.12903260271767622,-0.4164967977467246
10,-2.1846682297305158,0.04641393192550209,-0.5640789113823151
12,-3.6506998673486097,0.002621219597119856,-0.9426066525495194
15,-4.158007801294275,0.0009663720184489473,-1.0735929978542162
18,-2.1653520023754784,0.048119786762569755,-0.5590914829251407
