mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-1.691333912787007,0.11290294029659313,-0.43670053847332707
8,-1.457103869692498,0.1671503621370255,-0.37622260140089514
10,0.5048703540458814,0.6215034850499317,0.13035696488090273
12,-1.2474240107979577,0.23270597735675957,-0.3220834946319834
15,-1.548037510565418,0.14391674000698085,-0.39970156651495015
18,-2.0791929020017776,0.05646226502362759,-0.5368452988670369
