mu,global_median_wasserstein_distance,global_median_mmd_rff,global_median_r_hat,global_median_ess,global_median_runtime,global_q25_wasserstein_distance,global_q25_mmd_rff,global_q25_r_hat,global_q25_ess,global_q25_runtime,global_q75_wasserstein_distance,global_q75_mmd_rff,global_q75_r_hat,global_q75_ess,global_q75_runtime,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mmd_mcmc_mean,mmd_iid_mean,mmd_iid_std,ws_dist_glass_delta,mmd_rff_glass_delta
4,0.04962638411751264,0.01616911256775414,,,0.8081042766571045,0.04008204098228462,0.012791867714186915,,,0.7762805819511414,0.06870806605073569,0.020230781019960613,,,0.8388081789016724,0.05750893857969243,0.05635128317306681,0.022664168478357075,0.017726316908567376,0.01801475151822058,0.006933265246129647,0.05107866223863926,-0.041601554161542605
6,0.050421410807791965,0.01585060842670078,,,0.8614672422409058,0.03851852120837295,0.011178094647663443,,,0.8554537296295166,0.0749004669739578,0.021253153838769596,,,0.9167637228965759,0.06613175909312584,0.06875043906161402,0.03375528388019664,0.017583379109658844,0.015493728471592836,0.005658965230362043,-0.07757837196044112,0.3692637351532762
15,0.10121873363029045,0.016185647158157533,,,1.10600745677948,0.06377248206736824,0.013618420456137896,,,1.0624686479568481,0.19394456281327982,0.01973515970452283,,,1.151056170463562,0.1436164776387775,0.16973897129984397,0.09915415640609408,0.017427318304054282,0.019552954424280646,0.006878192744081656,-0.263453339808365,-0.3090399177975012
