dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,0.012676126051484141,0.9900650554939389,0.0032729616727882704
5,-7.938344953154844,1.49834263024145e-06,-2.0496718533345604
10,-12.40214627167793,6.119495949596286e-09,-3.202220397829135
15,-21.769141335853796,3.3982805519125145e-12,-5.6207681236664815
30,-21.416580817579284,4.244450722061839e-12,-5.529737389279319
