correlation,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0.0,-7.90450112665121,1.0208512909629219e-08,-1.4431578576306225
0.3,-7.957376667668721,8.926037868522342e-09,-1.4528115664824828
0.5,-6.999023485735907,1.0728004567326836e-07,-1.2778410145486645
0.9,-4.368500966691347,0.00014594290297373732,-0.7975755073133249
0.99,-4.824194821231653,4.134442561712697e-05,-0.8807734417960595
