mu,global_median_mean_rmse,global_median_var_rmse,global_median_wasserstein_distance,global_median_runtime,global_median_ess,global_median_ess_per_sec,global_median_r_hat,global_median_mode_transitions,global_median_mmd_rff,global_q25_mean_rmse,global_q25_var_rmse,global_q25_wasserstein_distance,global_q25_runtime,global_q25_ess,global_q25_ess_per_sec,global_q25_r_hat,global_q25_mode_transitions,global_q25_mmd_rff,global_q75_mean_rmse,global_q75_var_rmse,global_q75_wasserstein_distance,global_q75_runtime,global_q75_ess,global_q75_ess_per_sec,global_q75_r_hat,global_q75_mode_transitions,global_q75_mmd_rff,ws_mcmc_mean,ws_iid_mean,ws_iid_std,mean_rmse_mcmc_mean,mean_rmse_iid_mean,mean_rmse_iid_std,var_rmse_mcmc_mean,var_rmse_iid_mean,var_rmse_iid_std,mmd_rff_mcmc_mean,mmd_rff_iid_mean,mmd_rff_iid_std,ws_glass_delta,ws_t_stat,ws_p_value,var_rmse_glass_delta,var_rmse_t_stat,var_rmse_p_value,mean_rmse_glass_delta,mean_rmse_t_stat,mean_rmse_p_value,mmd_rff_glass_delta,mmd_rff_t_stat,mmd_rff_p_value
"(0, 0)",0.03703224194855159,0.0455126958761122,0.042797441774626924,0.7210487127304077,807.3712600042336,1118.4843666989063,,,0.022500283522752924,0.020972578933543016,0.0300590560177103,0.036265826178822694,0.7176157236099243,738.1096791246777,1014.7297205878286,,,0.01800151101618629,0.04964320435657371,0.05597414659693728,0.05258076469055015,0.7263091206550598,855.4607840423632,1192.6732056128726,,,0.025982745486030707,0.04457123540223728,0.029789951787446884,0.004799544841587314,0.035888374943493846,0.021896754894755587,0.00894844825356218,0.046105198749181044,0.029659868188210734,0.016346323730444947,0.02315884041027869,0.014604597909891662,0.003647283609428823,3.0797261204255992,6.385484312832384,1.6067732276643809e-07,1.0060568255075582,3.1274744453520147,0.002899261852725864,1.5635805954589395,4.017488309151448,0.00022550642650169723,2.345373548213502,5.132010370296954,7.93994737417291e-06
