nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,3.4557829688941424,1.0195725142587382,487.43083878595365,2.2250161170959473
2,DEMetro,0.11581096301455004,1.007766616135622,1531.2651152041633,2.369405508041382
3,DEMetro,0.07469633456016818,1.0041152763781231,1844.4546308580884,2.4171340465545654
5,DEMetro,0.041867402064271544,1.003815278012419,1865.6602728861646,2.3014566898345947
30,DEMetro,0.016184178983211908,1.002809563612618,2180.458220928533,2.3431811332702637
