mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,Metro,0.09523299936217167,1.0057433133838936,1939.5987377714928,4.820695638656616
6,Metro,0.0739122964945637,1.0199220209793145,955.3988505051976,4.890230894088745
7,Metro,0.03324862569428282,1.0474905101068248,307.6795526704827,4.624912738800049
8,Metro,0.12104779573250488,1.1134604255625473,117.07531369213793,4.536206960678101
9,Metro,1.003017058623699,1.2748617391853683,54.06691629076202,4.687875270843506
10,Metro,0.18422717867501248,1.3808538997237871,43.400099460903355,4.632412672042847
11,Metro,0.12493707951445443,1.512181051642322,36.36583264492842,4.500869512557983
12,Metro,0.7706450191737285,1.6300652153430506,32.78967029844368,4.531873941421509
13,Metro,0.027236646264103558,1.6768534073492387,31.770744439405295,4.864617586135864
14,Metro,0.7377215337163114,1.6671031817181274,31.866939395181305,4.819658041000366
15,Metro,0.7802321149265262,1.6689960732140166,31.843542552948513,4.550625801086426
16,Metro,0.9558135637266073,1.6687206648735615,31.813065161959088,4.55121374130249
17,Metro,0.8665199924727378,1.6681067357095993,31.79767196976805,4.633385896682739
18,Metro,0.9564364339213208,1.667868960651922,31.808001217037692,4.615922451019287
19,Metro,1.0067883239287254,1.6670742199632604,31.953302384654197,4.594665765762329
20,Metro,1.027757443581955,1.6686137596725992,31.863009868744868,5.014544486999512
