mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0,5.39415549778393,8.485130452584577e-06,0.9848335482755889
4,3.3903061829384553,0.0020311458589228307,0.6189823910815427
6,5.163300919956289,1.611075847787082e-05,0.942685461682412
8,2.56474278276342,0.015765326837306522,0.4682558254393657
10,6.077478622865138,1.2880632489620802e-06,1.1095907114995562
12,4.61485796420054,7.389294008371425e-05,0.8425539355583346
