dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-6.149018370319431,1.0591495537373954e-06,-1.1226520226458692
3,-5.460209017643919,7.064674701681545e-06,-0.996893215885566
5,-7.646873167598068,1.973450171918878e-08,-1.3961216427581482
8,-8.644247852967284,1.6125092569520699e-09,-1.5782165139119273
15,-15.188469041431528,2.4330239288851075e-15,-2.773022369320305
30,-19.075141550076612,5.899916453439726e-18,-3.4826284381936734
