dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-1.9159505840958946,0.06527672476924246,-0.34980311799150676
3,-8.952926401900758,7.625372629958275e-10,-1.6345732486682025
5,-39.171309612976096,1.1523593232593368e-26,-7.151669960681988
8,-49.038136237505114,1.875990204600205e-29,-8.953097798431022
15,-68.37592290193577,1.3240108047433588e-33,-12.483678454541439
30,-81.7380096257693,7.674959687237605e-36,-14.923250559202748
