dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-2.377938691938307,0.024218276963889014,-0.4341502206463129
3,-6.058383818632466,1.3572121960086862e-06,-1.1061044931630961
5,-22.123058210529507,1.048187453632717e-19,-4.039099340968962
8,-22.594768149976154,5.872497712853682e-20,-4.1252213991137365
15,-51.145600108238376,5.612278631414053e-30,-9.337866298806942
30,-50.380510207003546,8.648094665643959e-30,-9.198180632998369
