dimension,ws_t_stat,ws_p_value,ws_paired_cohens_d
2,-8.391721052981405,3.0034755755019273e-09,-1.5321116390029734
3,-7.095675965645473,8.307630309019306e-08,-1.2954872623770926
5,-22.287270368700266,8.556706197601188e-20,-4.069080242051205
8,-22.61161478314539,5.75339080192924e-20,-4.128297159448672
15,-51.21459564338011,5.3993382095614654e-30,-9.350463102461697
30,-50.433429018451335,8.391559718895408e-30,-9.207842241913808
