dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,1.102093270903166,0.2794839649600807,0.20121378164943862
3,2.893900598268404,0.007152937150270676,0.5283515456164335
5,0.9091212343572974,0.3707801701254396,0.16598206918814415
8,0.53199111126756,0.5987844913034776,0.09712784401116113
15,-1.630395491452166,0.11383298784189799,-0.29766812944102417
30,-4.497435027429049,0.00010225713155611003,-0.8211155384789185
