mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,0.13411321939348256,1.1719427467124561,16.121949963435686,"[190111, 394060, 277463, 664900]",8
"(0, 10)",HMC,2.506185595622806,1.5276636613747678,7.068425700371518,"[190111, 394060, 277463, 664900]",10
"(0, 15)",HMC,3.6927285613195115,1.5277981190361078,7.067242326946303,"[190111, 394060, 277463, 664900]",15
"(0, 20)",HMC,4.979425214333937,1.527842174023754,7.0566760126484835,"[190111, 394060, 277463, 664900]",20
