mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-102.01375798535679,1.2697161456037233e-38,-18.625078808150896
8,-46.58276272893442,8.1720525119764e-29,-8.504809979182763
10,-26.203060049741783,9.714921807329544e-22,-4.784002354968671
12,-18.674279549900156,1.0443524700619934e-17,-3.409441384879245
15,-21.188472022446515,3.4150490890705555e-19,-3.8684680285870217
18,-28.130434980024983,1.337531508333985e-22,-5.135891263664023
