mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-21.49842380844618,2.296626025104695e-19,-3.9250572235640315
8,-24.15430160818445,9.317241479495008e-21,-4.409951950528645
10,-22.775944062901463,4.714437136965731e-20,-4.158299443908998
12,-20.974752572913598,4.503062247038898e-19,-3.829448374091433
15,-22.613741130677322,5.738535674345871e-20,-4.128685375618117
18,-21.752208705151194,1.665859161384069e-19,-3.9713917944571833
