mu,sampler,wasserstein_distance,reference_swd,relative_swd,swd_zscore,r_hat,ess,runtime
"(10, -10)",HMC,6.313686546030299,0.13992153519536885,6.17376501083493,120.43707517968798,1.0002980040765275,4791.233767420527,8.022724390029907
"(20, 20)",HMC,7.899203800194139,0.24981443853320914,7.64938936166093,54.16246442109015,1.4403557255902502,10.00018251943334,8.970039129257202
"(5, 5)",HMC,2.81491682726641,0.10629958117424723,2.7086172460921625,53.29798965435369,1.0481826486158514,92.81493261764189,9.80274772644043
"(50, -50)",HMC,21.09862893139607,0.38103387728036703,20.717595054115705,76.28412739378088,1.0006700005700808,4421.65541414905,7.862004995346069
