mu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
"(10, -10)",6.2355699508417874,1.0282837608023538,30574.96499357811,38.259318709373474,1.3843466234005415,0.058471204490286866,16079.494746556249,0.5832824670810737
"(20, 20)",8.198103928652856,1.200430041264546,7133.317072772475,43.06339104175568,2.1103732687400973,0.16048889243228961,11402.614953562645,0.2927259210018417
"(5, 5)",3.3186061292569597,1.030017307649322,627.3062483571982,42.91547813415527,0.8687599626455932,0.0070296426987961486,162.4890662868866,1.753818527145229
"(50, -50)",20.313856664144943,1.079787324509388,18308.103845202284,38.839266705513,3.900029698399457,0.08858142284353263,19211.79735253075,0.6575909795022449
