nu,global_avg_wasserstein_distance,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
1,5.199022838091624,1.0144747176635263,1667.4060447719462,11.286230278015136,0.22165571650199262,0.0032990779656631303,326.828506746238,0.33296899423782406
2,0.24475019430480108,1.0110239373213317,2334.3231258596848,11.152218055725097,0.06870407301470109,0.0018788875323508462,201.60404939018363,0.3168111549220472
5,0.1388288263827166,1.0099121452618962,2332.3753988032126,11.133121132850647,0.0930168894029024,0.0024690440562490424,219.25825169806666,0.3590452228351085
10,0.16456123007292334,1.0111592019945932,2106.050316505807,11.126651501655578,0.07785645545341317,0.0022079284375604497,122.90623507045224,0.2856600816873504
