nu,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2.1,0.697782835341483,0.4937646205984695,0.15602898533560985
3.0,2.3153569822660156,0.031930496942931874,0.5177295604525586
4.0,2.7236380582622695,0.013483035878069575,0.6090239844379967
10.0,4.399424624130819,0.00030812207708082125,0.9837412521442972
50.0,2.300525746232935,0.03291709711062045,0.5144131952565273
