nu,ws_t_stat,ws_p_value,ws_paired_cohens_d
2.1,-2.800645378260826,0.011407618893574736,-0.6262433446661818
3.0,-5.572077246938288,2.2521380748563788e-05,-1.2459543500033892
4.0,-6.314156251191366,4.638183992702446e-06,-1.4118882598219131
10.0,-5.9013414503263775,1.107786222550444e-05,-1.3195800641366977
50.0,-3.787888154520497,0.0012436805058153389,-0.8469975404674058
