mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",DEMetro,1.3295577050920062,1.041045278646322,149.80840686493684,"[913133, 908763, 99791, 345150]",8
"(0, 10)",DEMetro,4.322994910811651,1.0027122915573825,622.6082932848936,"[913133, 908763, 99791, 345150]",10
"(0, 15)",DEMetro,7.577571570848091,1.0024556038923556,1817.793709941481,"[913133, 908763, 99791, 345150]",15
"(0, 20)",DEMetro,8.008673763112474,1.033915713009204,96.65210613102447,"[913133, 908763, 99791, 345150]",20
