dimension,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
2,2.315927739983408,0.03189308147769205,0.5178571857580359
5,-8.846646645104627,3.645862766691561e-08,-1.9781703271374402
10,-15.692058199826315,2.4830567624291297e-12,-3.508850884169462
15,-25.278056171326003,4.342492253306787e-16,-5.652345193814301
30,-28.178757417470912,5.801985785921883e-17,-6.300961710694137
