mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,-10.34480222618543,0.0004928110611461209,-4.626336198308356
8,-10.075027998332189,0.0005459689571070116,-4.505689495896882
10,-21.886148366556302,2.5790130081674015e-05,-9.787783102653174
12,-17.23573208910862,6.648879817326485e-05,-7.708053718644267
15,-32.944302687443695,5.062522892814511e-06,-14.73314005609062
18,-16.719266915743702,7.498857475356171e-05,-7.477083471513233
