mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-128.16700809116128,2.22264463183948e-08,-57.318028512920435
8,-43.8126575051321,1.622729183794662e-06,-19.593616091278342
10,-53.44223572328063,7.338371998795866e-07,-23.900094389364625
12,-93.02377228020748,8.00646763983239e-08,-41.60149566840091
15,-78.96675506405643,1.5413807050398573e-07,-35.31500645716118
18,-158.82867652829518,9.425856397598284e-09,-71.03034349871866
