mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-85.30424403211511,1.1320638465885001e-07,-38.149217685008026
8,-64.73436551238058,3.4113090837482833e-07,-28.950088353200194
10,-32.647541078610836,5.248531708389371e-06,-14.600424229998126
12,-61.475507855653454,4.1935037145638556e-07,-27.49268290331269
15,-75.63130381659583,1.8316348927248905e-07,-33.82334731216951
18,-133.55042301635763,1.8854189359397928e-08,-59.725564857685626
