mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,-9.707659914859034,0.0006303446221544348,-4.341397494414924
8,-7.629499121862093,0.001584876450856518,-3.4120157341517183
10,-6.278996012638686,0.0032847587817853236,-2.808052382942046
12,-4.552408006238348,0.010398575336163375,-2.0358987526526464
15,-8.987061985811145,0.0008485100887776846,-4.0191363036555945
18,-8.070501125027043,0.0012804274958702355,-3.6092378256097994
