mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds,mode_distance
"(0, 8)",HMC,1.3331347165968737,1.127783902734993,20.77658518884443,"[401648, 545538, 132382, 495618]",8
"(0, 10)",HMC,0.015031489664569788,1.7328248561237354,6.029602497178748,"[401648, 545538, 132382, 495618]",10
"(0, 15)",HMC,0.06633777112420151,1.7328435677038845,6.032571767769142,"[401648, 545538, 132382, 495618]",15
"(0, 20)",HMC,0.03199018124144875,1.7328657923124358,6.028776706053691,"[401648, 545538, 132382, 495618]",20
