mu,global_avg_wasserstein_distance,global_avg_reference_swd,global_avg_relative_swd,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_reference_swd_std,global_avg_relative_swd_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std
"(-10, 20, -30)",0.2427608003753355,0.0274838791064868,0.2152769212688486,25.38621394035684,1.0232050832928736,195.37832448435387,2.5583858489990234,,,,,,,
"(-5, 0, 5)",0.2450927734883461,0.0291499118671255,0.2159428616212206,36.72107122489049,1.0510995776757572,148.84248194401258,2.7538275718688965,,,,,,,
"(0, 0, 0)",0.2702379717201298,0.0267080446592916,0.2435299270608382,42.04294274199023,1.0253983107207678,147.5879983775567,2.6996216773986816,,,,,,,
"(50, -50, 100)",0.2590592415638582,0.0263988051942553,0.2326604363696028,70.56404073710976,1.1474910563244956,22.375610008395704,2.607471227645874,,,,,,,
