nu,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,wasserstein_distance_cohens_d
1,3.6752972046977104,-0.297586345573034,1.0321377328782348,140.21245167979131,4.0203001499176025,1.3074607852244906,0.47497603075045236,0.022761346080578806,75.07123925819019,0.45451866712281946,-0.38014845242305967
2,1.1308645002100945,18.49793494416625,1.1559323264970487,65.13012869815334,3.8555216789245605,0.16007696862057916,3.1587923469156003,0.11483527789169833,39.170800475482665,0.4433104929058947,7.895456474445727
5,1.3980642878979204,32.27536466818688,1.0543652334491949,79.66176032847504,3.4135236740112305,0.546167073704857,13.529887568433917,0.013510407205055489,27.991728219830595,0.25934476847324983,3.364410459112315
10,1.0153872913015034,27.125870942229085,1.165520953443497,26.164635472350366,3.537212689717611,0.1458617154896384,4.6004665529523825,0.11087040080181962,18.2161802955208,0.28648315913150646,8.148388975441605
