nu,global_avg_wasserstein_distance,global_avg_swd_zscore,global_avg_r_hat,global_avg_ess,global_avg_runtime,global_avg_wasserstein_distance_std,global_avg_swd_zscore_std,global_avg_r_hat_std,global_avg_ess_std,global_avg_runtime_std,wasserstein_distance_cohens_d
1,3.892963408570278,-0.21851228789400431,1.0698969320860783,50.62433640056182,2.5664614836374917,2.02122519608692,0.7342732812635238,0.02203552293927772,17.371821023346275,0.19588710327794875,-0.2490860270694511
2,0.6584004862451723,9.17482166706013,1.0786105099620091,57.09090443941994,2.2809165318806968,0.3155608870049512,6.226950219302147,0.04679928299902653,46.17967752605296,0.17215207853817913,2.057349293707917
5,0.4642651308175956,9.142887052697102,1.0900345943951233,41.99337649001429,2.361763079961141,0.22321214204951126,5.52950796786989,0.02986722139743167,21.68729769300538,0.145157608053411,2.3010365688600873
10,0.41690779371428927,8.249876634639095,1.091454890663229,58.38559043462768,2.368425130844116,0.23987632988428947,7.565679786318146,0.05410036468479137,53.885902898509116,0.2227617277375477,1.5288102775408492
