nu,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,5.825128590007173,1.030931390849821,339.5142125997621,4.04018235206604
2,DEMetro,0.20428176021996639,1.0157658508788336,542.7510593985259,3.862088203430176
5,DEMetro,0.17185437061547712,1.0259409899154295,426.51052143496304,4.089040279388428
10,DEMetro,0.13674685849082108,1.0187208651678976,390.17559688524506,3.936361789703369
