mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-2.619074528619264,0.013876725135815142,-0.47817539970399353
8,-1.041384022071501,0.3063018097826033,-0.19012983997133961
10,0.19714390407222818,0.845090166624176,0.03599338777833132
12,0.8619552157306161,0.3957839354681715,0.15737077173829675
15,1.0923785554328207,0.2836588671186906,0.19944012538182113
18,0.3613541709804095,0.7204541246249706,0.06597394356484966
