mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,-1.808510880278494,0.08090763569431841,-0.3301874015406853
8,4.0992413716625595,0.0003053646798456349,0.7484156559726675
10,2.046830682461599,0.049832429093117844,0.3736984453926372
12,-1.552881513380234,0.1312978530398535,-0.2835160780037049
15,-1.3050633565434608,0.2021321032927804,-0.23827087978408695
18,-0.5630951570299159,0.5776981580169029,-0.10280663984239954
