mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,5.679916702652822,3.845628013862626e-06,1.037006167597771
8,6.568178893017772,3.394630704506516e-07,1.199179913811715
10,6.278289682383853,7.444696815096457e-07,1.1462536271978605
12,5.797864992329464,2.777110797840257e-06,1.0585404805561214
15,7.269121283971054,5.264582848572055e-08,1.3271539001572874
18,6.896064416658673,1.4102578189491972e-07,1.2590433463375532
