mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,2.9930132008075296,0.00559586129011462,0.5464469483310078
8,3.7469633061827317,0.0007916091178445101,0.6840987749801395
10,4.7217995625836355,5.4935806468353654e-05,0.8620787108150278
12,4.737763615734871,5.2555704180658534e-05,0.8649933348217422
15,5.470549872095321,6.865016779003764e-06,0.9987811889678696
18,6.565972984122445,3.4148764347554065e-07,1.1987771717911244
