mm,ws_t_stat,ws_p_value,ws_paired_cohens_d
5,4.059795914857165,0.00034002430236573685,0.7412139338115308
8,6.457226338255251,4.580725247447194e-07,1.1789228414596282
10,5.867015924627207,2.2954605210316406e-06,1.071165655720117
12,6.73416824213532,2.1730352767453093e-07,1.2294852840841421
15,5.961786516070769,1.7689357238383155e-06,1.0884683192940319
18,6.501802998741222,4.0605740274351554e-07,1.1870613889551
