run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
5,"(10, 10, 10, 10, 10, 20, 20, 20, 20, 20, 30, 30, 30, 30, 30, 40, 40, 40, 40, 40)",DEMetro,2.658696957519537,0.31618146814653636,1311.7593369005062,9.34300931406754,6.1296926476443625,2.0706984996795654
