mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,Metro,0.03023477690522087,0.009002023319398703,0.9216944474718285,1.0021661856856614,1890.0233055520275,1.894867181777954
2,Metro,0.028464480481868053,0.009018084973800636,1.5857623254622546,1.0021661856856614,1890.0233055520275,1.776155710220337
