mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,DEMetro,0.039384582899716136,0.01815182931389397,1.8585199900581868,1.0021872065968378,1629.4046666380243,3.2664709091186523
2,DEMetro,0.028586340412842814,0.009139944904775398,1.607190476570235,1.0026681865776033,1734.4964272895627,3.2843635082244873
