mu,sampler,wasserstein_distance,relative_swd,swd_zscore,r_hat,ess,runtime
0,HMC,0.024397172403682298,0.0031644188178601325,0.32399685608589046,1.0009022938455974,3707.6688763002617,2.975609064102173
2,HMC,0.024480259851784144,0.005033864343716728,0.8851671337035057,1.0009032526071202,3707.6688763002617,2.7433385848999023
