mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
5,0.07905466546497623,0.9378158248152015,0.017677160591819188
8,-2.0737412790695533,0.05194022997843885,-0.46370264677468825
10,-1.1822345184991907,0.2516974109476007,-0.2643556748710923
12,0.8271382981481671,0.4184262365965289,0.18495374614527899
15,-1.8491268909922804,0.080060655527328,-0.4134773427281582
18,-0.8557230769932016,0.4028138527832529,-0.19134549700720851
