mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,-33.64590932838106,8.641319280654995e-25,-6.142874502309266
4,-40.696109201410124,3.88102989040327e-27,-7.430059004101959
6,-39.794206875437354,7.351892918214975e-27,-7.265394921234737
8,-39.80855500341387,7.276757757545472e-27,-7.268014519018307
10,-44.02260184514398,4.117705143134895e-28,-8.037390690217968
12,-39.78544264427976,7.398181712367916e-27,-7.26379479886667
