mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,33.75110592819167,7.910631633393553e-25,6.162080685872305
4,40.713041619156144,3.83526245894712e-27,7.433150426486157
6,40.02082859068455,6.253404901656971e-27,7.3067701963885385
8,41.16167934198322,2.805697503854714e-27,7.515060093466205
10,51.52862328219059,4.530659734294113e-30,9.407796442947225
12,41.40289989916103,2.3748704713960882e-27,7.559100740299621
