mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
0,100.98326086757805,1.7030624724157592e-38,18.43693663586707
4,105.93571242171643,4.2639468573736286e-39,19.34112644625144
6,101.46328992377963,1.4847959493379003e-38,18.524577549980243
8,91.96509328448718,2.545898235860482e-37,16.790452031660166
10,100.60393912803266,1.898881019386644e-38,18.367682278100034
12,64.428662880928,7.34594139024457e-33,11.763010669926683
