mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
0,-33.76884918955474,7.793827577542853e-25,-6.1653201473697266
4,-40.705964310879295,3.854323795724326e-27,-7.431858292689608
6,-39.53190068302724,8.876314027224974e-27,-7.217504581715968
8,-40.34653089552239,4.963363000941943e-27,-7.366235029518908
10,-44.143521184950956,3.80715124873923e-28,-8.05946744023494
12,-41.04084695134648,3.051142071949237e-27,-7.492999218123198
