run_id,mu,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
20,"(10, 10, 10, 20, 20, 30, 30, 30, 40, 40)",Metro,0.06079170221624986,0.029191178876194112,15.508319335270215,1.0809470031646597,59.15513638040822,2.6654627323150635
