mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,DEMetro,0.05564215069072733,1.0094715274628354,2544.692309539602,6.5782012939453125
6,DEMetro,0.12029054035486117,1.0153828631350978,1611.8899703616453,7.383594036102295
7,DEMetro,0.14498180794599225,1.0175605125455347,1100.727915432581,6.835991144180298
8,DEMetro,0.05159162773507142,1.0349941954373238,475.84290971237607,7.043971061706543
9,DEMetro,0.15836532610251736,1.050688255253371,310.71509021499895,7.19674277305603
10,DEMetro,0.1493540704220303,1.0696577681531414,185.95816644021525,6.749810457229614
11,DEMetro,0.08164916942013474,1.1035325719297482,120.8401725875048,7.2581117153167725
12,DEMetro,0.07145696346047464,1.1460424315831428,88.50206695689054,7.032294750213623
13,DEMetro,0.03353906861141635,1.2061039655206698,67.1165212350122,7.039679765701294
14,DEMetro,1.4028632819438256,1.0052230482647866,4682.150955343769,6.769410610198975
15,DEMetro,1.5278139992982718,1.0022323138952187,4711.518758835577,7.4490416049957275
16,DEMetro,1.6663047528438242,1.0029726743515972,4474.67958482973,7.0133185386657715
17,DEMetro,1.6534296426038915,1.0038014229626926,4779.2957643448235,6.644559621810913
18,DEMetro,1.8052971284435753,1.005211560775408,4255.927751486882,7.184303283691406
19,DEMetro,1.8945981066283735,1.0031445824135112,4758.23523109916,6.941169738769531
20,DEMetro,1.973725624124895,1.0052603066472399,4752.23927828737,7.004744529724121
