dimension,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
2,-0.6104943924982157,0.5745188204321958,-0.2730213923016896
5,-1.4072578512291924,0.23210052208445553,-0.6293448434437521
8,-5.708690067691522,0.004655897794222097,-2.553003810767224
12,-7.4182885598775306,0.0017622763111259448,-3.317559499319035
15,-4.812586616814165,0.008569146695978669,-2.152254164560441
30,-7.262621273055378,0.0019089166664205588,-3.2479429722775772
