dimension,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
2,-2.9606525872007388,0.04152752460764334,-1.3240440885482951
5,-4.658694290558775,0.009598912075397908,-2.0834314240159153
8,-17.002402907042658,7.017143382301672e-05,-7.603705736197484
12,-19.526799837922876,4.0557535397941874e-05,-8.732650364125485
15,-34.92247638202039,4.011999143953335e-06,-15.617806226565701
30,-26.188416701919085,1.2632940690336211e-05,-11.711815993716383
