mm,var_rmse_t_stat,var_rmse_p_value,var_rmse_paired_cohens_d
0,-33.27704145120348,0.0009018260751825768,-19.212508839686667
4,-46.169856929888056,0.0004687890622071757,-26.65617932691738
6,-38.35533119145588,0.0006790566155247166,-22.144460788244306
8,-79.46144580237053,0.00015833754872896102,-45.87708712419549
10,-27.796824499651347,0.0012917174202399628,-16.04850410749049
12,-36.881932803524904,0.0007343347397236971,-21.293793832348793
