a,sampler,wasserstein_distance,r_hat,ess,runtime
1,DEMetro,0.12726477150858456,1.00705842776777,3570.711299234168,8.532559633255005
2,DEMetro,0.12591626236120718,1.0038117314578112,4041.7287848005903,9.545004844665527
3,DEMetro,0.08666428026847241,1.004394340140037,3830.3413282984366,9.16590166091919
5,DEMetro,0.23160239944250383,1.0043607699167412,3473.01975227094,9.047874689102173
