mode_means,sampler,wasserstein_distance,r_hat,ess,chain_seeds
"(0, 10)",DEMetro,0.8032254372526633,1.0074195401050465,548.4923889787392,"[465757, 880403, 115884, 152467]"
"(0, 15)",DEMetro,1.6554024900049733,1.021927199328583,261.75272041796376,"[465757, 880403, 115884, 152467]"
"(0, 20)",DEMetro,3.4751114652796784,4.158914440234377,4.359534526690784,"[465757, 880403, 115884, 152467]"
"(0, 8)",DEMetro,0.6234845195965425,1.0244098224561287,249.00355722019472,"[465757, 880403, 115884, 152467]"
