mm,mean_rmse_t_stat,mean_rmse_p_value,mean_rmse_paired_cohens_d
5,5.854118772374888,2.3784208311089795e-06,1.0688109686480591
8,9.106436974988853,5.278916721665282e-10,1.6626003165668342
10,356.4419416710037,2.3051690225967323e-54,65.0770972980498
12,311.8670715050578,1.1087558278050665e-52,56.938876668798926
15,271.8042858803902,5.969588700612671e-51,49.624446201090876
18,230.704865290744,6.9151796026957e-49,42.12075294864371
