run_id,beta,sampler,wasserstein_distance,mmd_rff,swd_zscore,r_hat,ess,runtime
3,0.5,DEMetro,1.466471365913526,0.017804211261838176,-0.36438555106538173,1.0214794523137807,407.6014624464141,1.3028030395507812
3,1.0,DEMetro,6.8665749527397875,0.020474142075574877,-0.10023557706710118,1.0216968865233813,285.1871680472489,1.2997491359710693
3,2.0,DEMetro,9.54893257589382,0.03715541100886611,-0.2061163441018792,1.0170398393638413,467.7468648154406,1.3036093711853027
3,5.0,DEMetro,28.313096737208273,0.05236206307749599,0.18328497128390314,1.0682615417516959,136.74869042472218,1.378507375717163
