mm,mmd_rff_t_stat,mmd_rff_p_value,mmd_rff_paired_cohens_d
5,-4.439701383510081,0.00011993141878625315,-0.8105748654451219
8,-4.569915638422985,8.368395651735101e-05,-0.8343486270199637
10,-4.303308508713136,0.00017461736584561477,-0.785673047375367
12,-2.0240673570894354,0.05226206058639226,-0.36954244979591594
15,-1.3875011691528012,0.17585969199313078,-0.25332189630326013
18,-1.271247194313599,0.21374292916927004,-0.23209692149690378
